TestDataID,Rating
1,4.573724269866943
2,4.429499626159668
3,4.391345977783203
4,1.8706839084625244
5,3.5579051971435547
6,3.546924114227295
7,4.6438751220703125
8,2.3637828826904297
9,3.3725390434265137
10,1.8041675090789795
11,3.7606287002563477
12,3.2635226249694824
13,3.049318552017212
14,3.6086366176605225
15,2.338815927505493
16,3.2651267051696777
17,4.323698043823242
18,3.764163017272949
19,4.806772708892822
20,3.6208810806274414
21,3.6937255859375
22,3.681471824645996
23,4.579798221588135
24,3.534433126449585
25,3.9892449378967285
26,3.3047614097595215
27,3.5525426864624023
28,3.090609073638916
29,2.641582727432251
30,3.241581916809082
31,2.2820935249328613
32,2.782808303833008
33,4.0387349128723145
34,3.44573974609375
35,4.262667655944824
36,4.247498512268066
37,3.7867536544799805
38,2.4593467712402344
39,3.5566916465759277
40,2.2557458877563477
41,3.255199909210205
42,4.237496376037598
43,2.2675273418426514
44,4.377982139587402
45,4.361447334289551
46,4.012989044189453
47,3.0037429332733154
48,3.577971935272217
49,4.023529052734375
50,3.3060193061828613
51,3.237696886062622
52,3.312072515487671
53,4.026915550231934
54,5.0
55,4.187061786651611
56,3.4695687294006348
57,3.802839756011963
58,2.2325658798217773
59,3.5551528930664062
60,3.251211166381836
61,2.9552247524261475
62,4.206723690032959
63,4.318905830383301
64,3.8988943099975586
65,4.9943389892578125
66,4.043998718261719
67,4.0228447914123535
68,4.257087707519531
69,3.145106315612793
70,4.266627311706543
71,2.85795259475708
72,4.654112815856934
73,3.050365686416626
74,4.232565402984619
75,2.8878660202026367
76,2.3068349361419678
77,4.363913059234619
78,4.343700408935547
79,4.359145164489746
80,4.58660888671875
81,4.3824310302734375
82,4.268637657165527
83,4.719911575317383
84,4.321444034576416
85,5.081300735473633
86,3.9253389835357666
87,4.966386318206787
88,4.2652435302734375
89,4.853338241577148
90,4.490443229675293
91,4.324517250061035
92,4.635868549346924
93,4.64769172668457
94,4.803201198577881
95,4.083888053894043
96,4.659793853759766
97,4.445559501647949
98,5.091371536254883
99,4.584974765777588
100,4.630077362060547
101,3.8357815742492676
102,4.172317028045654
103,5.059490203857422
104,4.303905487060547
105,3.914043426513672
106,5.216831684112549
107,4.00363302230835
108,4.897141456604004
109,3.6379313468933105
110,4.447542190551758
111,4.551115989685059
112,4.508685111999512
113,4.885899066925049
114,3.144179105758667
115,4.173122406005859
116,1.9949042797088623
117,3.851942539215088
118,3.5093154907226562
119,3.2497825622558594
120,2.168972969055176
121,2.9558773040771484
122,3.695408582687378
123,3.942157745361328
124,2.7365856170654297
125,2.3433260917663574
126,4.388327598571777
127,3.7257637977600098
128,3.9072275161743164
129,3.685720682144165
130,1.58807373046875
131,3.962554454803467
132,4.128570556640625
133,3.6007349491119385
134,4.502411365509033
135,1.112179160118103
136,2.7264645099639893
137,3.5225887298583984
138,3.978665351867676
139,4.085220813751221
140,2.801844596862793
141,2.4874680042266846
142,3.801318645477295
143,3.5283026695251465
144,2.9865641593933105
145,3.431206703186035
146,3.044363260269165
147,4.052212715148926
148,4.1653289794921875
149,3.5079562664031982
150,3.424452304840088
151,3.757810592651367
152,4.1587018966674805
153,4.045553207397461
154,2.3914635181427
155,3.387521743774414
156,3.5050363540649414
157,4.625839710235596
158,4.420235633850098
159,3.0864548683166504
160,4.374922752380371
161,3.643111228942871
162,3.1122515201568604
163,2.9602468013763428
164,1.9669599533081055
165,2.522800922393799
166,2.8891336917877197
167,3.864912509918213
168,4.134155750274658
169,3.6136295795440674
170,4.947609901428223
171,3.882476806640625
172,4.636071681976318
173,3.813913106918335
174,4.567381858825684
175,4.7462568283081055
176,4.156031608581543
177,4.840312957763672
178,4.955310821533203
179,5.156793594360352
180,3.2298312187194824
181,4.697068214416504
182,4.680375576019287
183,4.304872989654541
184,4.106889724731445
185,4.669218063354492
186,4.20571756362915
187,4.125570774078369
188,3.386240243911743
189,4.764222621917725
190,4.716229438781738
191,3.705958604812622
192,4.353466510772705
193,2.84334135055542
194,4.941036701202393
195,5.032569408416748
196,2.594712495803833
197,4.895254135131836
198,4.5881428718566895
199,2.2240443229675293
200,4.420396327972412
201,4.954278469085693
202,5.290757656097412
203,1.3017964363098145
204,3.5975632667541504
205,1.4603509902954102
206,3.382906675338745
207,5.0
208,4.758378028869629
209,4.204111576080322
210,4.173788070678711
211,3.4261574745178223
212,4.448104381561279
213,4.967991828918457
214,0.5547072291374207
215,3.7083740234375
216,1.4170653820037842
217,4.656649589538574
218,3.6335091590881348
219,4.023918628692627
220,1.5418701171875
221,4.848259449005127
222,3.691119432449341
223,4.741583824157715
224,5.163753032684326
225,3.160938262939453
226,3.6955838203430176
227,0.7323716878890991
228,3.231074571609497
229,1.3654471635818481
230,4.659738063812256
231,3.932361602783203
232,2.5490148067474365
233,4.370126724243164
234,3.7659130096435547
235,3.799671173095703
236,4.799097061157227
237,4.109170913696289
238,3.5662953853607178
239,3.7608895301818848
240,3.334712028503418
241,3.520434856414795
